ID Cliente,Edad,Genero,Producto Comprado,Categoria,Valor de Compra,Ciudad,Talla,Estacion,Calificacion,Suscripcion Activa,Tipo de Envio,Compras Previas,Metodo de Pago,Frecuencia de Compras
5417,50,Masculino,Scarf,Accesorios,25,Cali,M,Otono,2.6,Si,Envio en 2 dias,34,Transferencia bancaria,Mensual
5418,59,Masculino,Coat,Abrigos,114,Cartagena,XS,Primavera,2.7,No,Envio en 2 dias,1,Nequi,Trimestral
5419,27,Femenino,Sweater,Ropa,95,Neiva,L,Verano,4.6,No,Envio gratuito,54,Nequi,Semanal
5420,19,Masculino,Hat,Accesorios,78,Barranquilla,XS,Otono,4.9,No,Entrega al dia siguiente,37,Efectivo,Anualmente
5421,32,Masculino,Shoes,Calzado,55,Santa Marta,M,Verano,3.5,No,Recogida en tienda,50,Tarjeta de debito,Trimestral
5422,63,Femenino,Sandals,Calzado,48,Ibague,XS,Invierno,4.4,No,Envio gratuito,61,Nequi,Anualmente
5423,59,Masculino,Jacket,Abrigos,38,Neiva,XXL,Primavera,2.7,Si,Express,62,Nequi,Quincenal
5424,23,Femenino,Jewelry,Accesorios,98,Cucuta,L,Verano,2.6,No,Envio gratuito,52,Tarjeta de debito,Semanal
5425,39,Femenino,Belt,Accesorios,61,Armenia,XL,Invierno,4.7,No,Recogida en tienda,26,Nequi,Mensual
5426,52,Masculino,Jacket,Abrigos,103,Barranquilla,M,Invierno,4.3,Si,Envio en 2 dias,54,Transferencia bancaria,Mensual
5427,26,Femenino,Dress,Ropa,86,Armenia,XS,Verano,3.0,Si,Envio en 2 dias,54,Efectivo,Quincenal
5428,58,Masculino,Coat,Abrigos,115,Cucuta,XL,Invierno,3.5,No,Envio en 2 dias,55,Tarjeta de debito,Semanal
5429,74,Masculino,Shirt,Ropa,61,Ibague,M,Verano,2.9,Si,Envio estandar,91,Tarjeta de debito,Trimestral
5430,56,Masculino,Scarf,Accesorios,79,Barranquilla,M,Verano,2.9,No,Envio en 2 dias,40,Efectivo,Quincenal
5431,27,Masculino,Blouse,Ropa,20,Cartagena,XXL,Verano,3.0,Si,Envio estandar,58,Tarjeta de debito,Anualmente
5432,21,Masculino,Skirt,Ropa,40,Medellin,M,Verano,3.4,Si,Express,35,Tarjeta de debito,Mensual
5433,55,Masculino,Jeans,Ropa,99,Neiva,L,Otono,3.9,Si,Envio en 2 dias,75,Tarjeta de credito,Anualmente
5434,64,Femenino,Hat,Accesorios,42,Cartagena,XL,Primavera,2.8,No,Envio gratuito,73,Nequi,Trimestral
5435,35,Masculino,Gloves,Accesorios,41,Bogota,S,Verano,2.7,Si,Express,21,Efectivo,Anualmente
5436,38,Femenino,Belt,Accesorios,37,Manizales,L,Invierno,4.2,No,Envio gratuito,64,Transferencia bancaria,Quincenal
5437,53,Masculino,Jewelry,Accesorios,119,Pereira,XXL,Invierno,3.4,No,Envio estandar,10,Nequi,Quincenal
5438,28,Masculino,Sunglasses,Accesorios,38,Cucuta,L,Invierno,3.7,No,Recogida en tienda,15,Nequi,Mensual
5439,59,Masculino,Dress,Ropa,23,Cucuta,M,Invierno,4.4,No,Recogida en tienda,54,Tarjeta de credito,Trimestral
5440,53,Femenino,Jewelry,Accesorios,67,Cali,XXL,Primavera,3.0,No,Envio estandar,24,Transferencia bancaria,Trimestral
5441,37,Masculino,Boots,Calzado,67,Cartagena,XL,Primavera,4.0,Si,Recogida en tienda,35,Efectivo,Mensual
5442,20,Masculino,Hat,Accesorios,100,Bogota,XL,Primavera,4.7,No,Envio estandar,80,Efectivo,Mensual
5443,29,Masculino,Sweater,Ropa,102,Neiva,XL,Primavera,2.6,Si,Envio estandar,91,Tarjeta de credito,Semanal
5444,65,Femenino,Coat,Abrigos,30,Pereira,XS,Primavera,3.6,Si,Envio gratuito,12,Nequi,Cada 3 meses
5445,72,Femenino,Sneakers,Calzado,98,Armenia,XS,Otono,4.6,No,Recogida en tienda,21,Nequi,Semanal
5446,41,Femenino,Socks,Accesorios,71,Pereira,XXL,Primavera,2.7,Si,Recogida en tienda,34,Transferencia bancaria,Quincenal
5447,46,Femenino,Hat,Accesorios,97,Barranquilla,XXL,Invierno,2.9,Si,Envio gratuito,35,Nequi,Cada 3 meses
5448,25,Masculino,Sandals,Calzado,92,Cucuta,XXL,Primavera,3.9,No,Envio en 2 dias,14,Transferencia bancaria,Quincenal
5449,64,Femenino,Dress,Ropa,60,Ibague,XXL,Primavera,4.4,Si,Express,81,Tarjeta de debito,Mensual
5450,23,Femenino,Hoodie,Ropa,107,Villavicencio,S,Verano,3.3,No,Recogida en tienda,36,Tarjeta de credito,Cada 3 meses
5451,26,Masculino,Pants,Ropa,48,Cucuta,S,Otono,4.7,Si,Envio gratuito,33,Efectivo,Cada 3 meses
5452,23,Masculino,Jeans,Ropa,94,Bucaramanga,M,Invierno,4.6,Si,Envio en 2 dias,74,Efectivo,Quincenal
5453,52,Femenino,Sunglasses,Accesorios,75,Bucaramanga,XXL,Otono,3.0,No,Envio en 2 dias,65,Tarjeta de credito,Cada 3 meses
5454,31,Masculino,Hat,Accesorios,24,Medellin,XL,Verano,3.7,No,Envio estandar,41,Tarjeta de debito,Trimestral
5455,42,Femenino,Jacket,Abrigos,109,Medellin,XXL,Otono,4.7,Si,Express,53,Efectivo,Cada 3 meses
5456,39,Femenino,Dress,Ropa,65,Cartagena,S,Invierno,3.9,Si,Entrega al dia siguiente,78,Efectivo,Trimestral
5457,54,Masculino,Sweater,Ropa,71,Santa Marta,S,Otono,4.3,No,Entrega al dia siguiente,86,Efectivo,Cada 3 meses
5458,20,Femenino,T-shirt,Ropa,84,Medellin,L,Invierno,4.4,No,Envio estandar,3,Tarjeta de credito,Trimestral
5459,28,Masculino,Skirt,Ropa,109,Manizales,S,Verano,2.8,No,Envio en 2 dias,11,Tarjeta de debito,Quincenal
5460,69,Masculino,Sandals,Calzado,70,Cali,L,Primavera,4.1,Si,Express,38,Tarjeta de debito,Anualmente
5461,29,Femenino,Gloves,Accesorios,75,Medellin,XXL,Verano,2.9,No,Envio en 2 dias,61,Tarjeta de credito,Cada 3 meses
5462,24,Masculino,Shoes,Calzado,107,Pereira,XXL,Verano,4.8,No,Entrega al dia siguiente,90,Tarjeta de credito,Anualmente
5463,42,Femenino,Jacket,Abrigos,117,Cali,L,Otono,4.7,No,Envio estandar,50,Nequi,Anualmente
5464,40,Masculino,Socks,Accesorios,114,Ibague,XS,Verano,4.7,Si,Express,47,Tarjeta de debito,Cada 3 meses
5465,50,Femenino,Skirt,Ropa,96,Neiva,L,Primavera,4.1,Si,Entrega al dia siguiente,24,Transferencia bancaria,Quincenal
5466,37,Masculino,Blouse,Ropa,63,Pereira,XXL,Verano,3.6,No,Envio gratuito,49,Efectivo,Anualmente
5467,34,Masculino,Dress,Ropa,40,Pereira,XXL,Primavera,3.7,Si,Envio gratuito,87,Transferencia bancaria,Semanal
5468,73,Masculino,Backpack,Accesorios,40,Bucaramanga,S,Invierno,4.2,Si,Entrega al dia siguiente,83,Efectivo,Mensual
5469,67,Femenino,Hoodie,Ropa,74,Cartagena,XXL,Primavera,4.0,No,Envio estandar,47,Efectivo,Semanal
5470,39,Masculino,Boots,Calzado,120,Cali,L,Invierno,4.7,Si,Express,0,Tarjeta de debito,Semanal
5471,55,Masculino,Gloves,Accesorios,85,Cucuta,XL,Invierno,3.6,No,Envio gratuito,5,Transferencia bancaria,Mensual
5472,47,Masculino,Belt,Accesorios,96,Villavicencio,M,Otono,3.6,No,Envio en 2 dias,69,Tarjeta de debito,Quincenal
5473,36,Masculino,Pants,Ropa,22,Santa Marta,M,Otono,4.1,Si,Envio gratuito,93,Transferencia bancaria,Trimestral
5474,65,Masculino,Handbag,Accesorios,42,Medellin,XL,Primavera,2.8,Si,Recogida en tienda,63,Efectivo,Cada 3 meses
5475,40,Masculino,Sunglasses,Accesorios,99,Barranquilla,XXL,Invierno,2.6,No,Envio gratuito,4,Tarjeta de credito,Trimestral
5476,64,Femenino,Jewelry,Accesorios,85,Armenia,XS,Otono,4.8,No,Entrega al dia siguiente,51,Transferencia bancaria,Quincenal
5477,65,Masculino,Sweater,Ropa,103,Armenia,XS,Invierno,4.9,Si,Envio estandar,33,Tarjeta de debito,Trimestral
5478,50,Femenino,Sunglasses,Accesorios,26,Bucaramanga,XL,Invierno,3.0,No,Envio gratuito,95,Tarjeta de credito,Cada 3 meses
5479,50,Femenino,Skirt,Ropa,71,Cali,XXL,Otono,3.2,No,Express,2,Efectivo,Semanal
5480,26,Masculino,Hat,Accesorios,79,Ibague,XXL,Otono,2.7,Si,Envio en 2 dias,90,Tarjeta de debito,Quincenal
5481,22,Masculino,Sweater,Ropa,111,Ibague,L,Invierno,4.1,No,Envio estandar,49,Efectivo,Trimestral
5482,18,Masculino,Jacket,Abrigos,60,Bucaramanga,L,Verano,3.7,No,Express,68,Tarjeta de credito,Semanal
5483,42,Masculino,Jewelry,Accesorios,24,Villavicencio,XL,Primavera,4.1,No,Envio en 2 dias,26,Nequi,Cada 3 meses
5484,37,Masculino,T-shirt,Ropa,60,Santa Marta,XXL,Invierno,2.6,Si,Envio estandar,45,Nequi,Mensual
5485,44,Femenino,T-shirt,Ropa,56,Manizales,XXL,Invierno,5.0,No,Envio estandar,16,Efectivo,Trimestral
5486,72,Femenino,Boots,Calzado,70,Barranquilla,S,Primavera,3.9,Si,Express,98,Efectivo,Trimestral
5487,44,Masculino,T-shirt,Ropa,47,Pereira,XL,Otono,3.3,No,Recogida en tienda,13,Tarjeta de debito,Trimestral
5488,52,Masculino,Handbag,Accesorios,71,Santa Marta,L,Otono,4.6,No,Express,22,Efectivo,Cada 3 meses
5489,18,Masculino,T-shirt,Ropa,79,Villavicencio,S,Primavera,3.5,No,Entrega al dia siguiente,52,Tarjeta de credito,Semanal
5490,19,Femenino,Coat,Abrigos,98,Ibague,XL,Primavera,4.0,No,Envio en 2 dias,41,Nequi,Quincenal
5491,28,Masculino,Socks,Accesorios,31,Bucaramanga,XS,Invierno,3.9,Si,Express,58,Tarjeta de debito,Semanal
5492,73,Femenino,Dress,Ropa,80,Armenia,S,Otono,2.8,Si,Envio en 2 dias,26,Nequi,Mensual
5493,47,Femenino,Socks,Accesorios,97,Santa Marta,S,Verano,4.9,Si,Envio estandar,42,Tarjeta de credito,Quincenal
5494,47,Femenino,Backpack,Accesorios,115,Bogota,XXL,Invierno,4.7,No,Entrega al dia siguiente,9,Efectivo,Cada 3 meses
5495,74,Femenino,Sunglasses,Accesorios,119,Ibague,XXL,Primavera,3.6,Si,Envio gratuito,50,Transferencia bancaria,Cada 3 meses
5496,43,Masculino,Pants,Ropa,120,Medellin,XS,Verano,4.6,Si,Recogida en tienda,21,Tarjeta de debito,Mensual
5497,60,Masculino,Coat,Abrigos,51,Neiva,L,Verano,3.2,No,Recogida en tienda,88,Transferencia bancaria,Mensual
5498,75,Masculino,T-shirt,Ropa,51,Neiva,M,Otono,3.2,No,Envio gratuito,100,Efectivo,Semanal
5499,34,Masculino,Skirt,Ropa,24,Neiva,S,Verano,3.8,Si,Express,47,Nequi,Cada 3 meses
5500,63,Masculino,Hoodie,Ropa,111,Cali,XL,Otono,3.7,No,Recogida en tienda,37,Tarjeta de credito,Semanal
5501,69,Femenino,Coat,Abrigos,97,Cartagena,L,Otono,4.1,Si,Express,74,Tarjeta de debito,Quincenal
5502,55,Femenino,Hat,Accesorios,66,Armenia,XL,Invierno,3.7,Si,Envio gratuito,82,Tarjeta de credito,Trimestral
5503,72,Masculino,Shirt,Ropa,67,Pereira,L,Verano,4.7,No,Express,61,Efectivo,Anualmente
5504,60,Femenino,Jacket,Abrigos,48,Cartagena,S,Verano,2.9,Si,Recogida en tienda,25,Tarjeta de debito,Mensual
5505,47,Femenino,Sweater,Ropa,120,Neiva,XL,Verano,4.4,No,Recogida en tienda,4,Efectivo,Semanal
5506,24,Masculino,Shirt,Ropa,28,Cartagena,XL,Primavera,4.9,Si,Entrega al dia siguiente,72,Nequi,Quincenal
5507,33,Masculino,Sweater,Ropa,43,Armenia,XXL,Verano,3.1,No,Express,5,Nequi,Cada 3 meses
5508,53,Masculino,Blouse,Ropa,115,Barranquilla,XXL,Primavera,4.8,Si,Envio estandar,38,Transferencia bancaria,Quincenal
5509,32,Femenino,Shorts,Ropa,117,Ibague,L,Invierno,2.7,Si,Envio gratuito,81,Transferencia bancaria,Quincenal
5510,48,Femenino,Sandals,Calzado,30,Santa Marta,S,Primavera,3.9,Si,Envio estandar,62,Tarjeta de debito,Trimestral
5511,18,Masculino,Boots,Calzado,112,Santa Marta,XXL,Verano,4.0,No,Envio en 2 dias,32,Efectivo,Trimestral
5512,35,Masculino,Sneakers,Calzado,42,Bucaramanga,XL,Invierno,3.8,No,Envio gratuito,68,Tarjeta de credito,Cada 3 meses
5513,35,Masculino,Sneakers,Calzado,76,Medellin,S,Invierno,2.5,No,Entrega al dia siguiente,20,Tarjeta de credito,Anualmente
5514,66,Masculino,Socks,Accesorios,58,Medellin,L,Otono,4.1,Si,Express,99,Transferencia bancaria,Quincenal
5515,31,Masculino,Shirt,Ropa,59,Bucaramanga,XL,Invierno,2.8,No,Envio estandar,26,Nequi,Semanal
5516,27,Masculino,Dress,Ropa,44,Neiva,L,Verano,4.6,Si,Envio gratuito,66,Efectivo,Semanal
5517,56,Masculino,T-shirt,Ropa,112,Cartagena,S,Otono,3.7,No,Envio gratuito,18,Tarjeta de debito,Cada 3 meses
5518,64,Masculino,Sweater,Ropa,60,Santa Marta,M,Invierno,3.9,No,Envio en 2 dias,97,Efectivo,Anualmente
5519,44,Masculino,Sneakers,Calzado,37,Santa Marta,M,Primavera,4.5,Si,Express,84,Tarjeta de debito,Cada 3 meses
5520,71,Masculino,Backpack,Accesorios,61,Pereira,L,Otono,3.9,Si,Express,79,Nequi,Mensual
5521,72,Masculino,Boots,Calzado,29,Barranquilla,S,Otono,4.3,No,Envio en 2 dias,99,Efectivo,Semanal
5522,63,Masculino,Handbag,Accesorios,55,Ibague,XL,Invierno,2.6,Si,Recogida en tienda,43,Tarjeta de debito,Trimestral
5523,41,Masculino,Hoodie,Ropa,34,Santa Marta,S,Primavera,3.3,No,Express,19,Nequi,Cada 3 meses
5524,54,Femenino,Shoes,Calzado,31,Santa Marta,S,Otono,3.9,No,Envio estandar,67,Tarjeta de debito,Semanal
5525,19,Femenino,T-shirt,Ropa,118,Medellin,XXL,Otono,4.9,No,Entrega al dia siguiente,95,Tarjeta de credito,Quincenal
5526,38,Masculino,Handbag,Accesorios,78,Bucaramanga,M,Verano,4.2,No,Envio gratuito,77,Transferencia bancaria,Quincenal
5527,25,Masculino,Pants,Ropa,70,Neiva,L,Primavera,4.6,Si,Envio estandar,47,Transferencia bancaria,Trimestral
5528,45,Femenino,Shirt,Ropa,61,Neiva,XL,Invierno,3.2,No,Recogida en tienda,8,Transferencia bancaria,Trimestral
5529,23,Femenino,Shoes,Calzado,40,Neiva,XL,Primavera,3.9,No,Envio estandar,83,Tarjeta de credito,Anualmente
5530,67,Masculino,Hat,Accesorios,79,Santa Marta,XXL,Verano,4.1,Si,Express,82,Nequi,Cada 3 meses
5531,47,Masculino,Backpack,Accesorios,71,Ibague,M,Primavera,4.1,No,Envio en 2 dias,1,Tarjeta de credito,Cada 3 meses
5532,45,Femenino,Hat,Accesorios,48,Ibague,XXL,Otono,3.8,Si,Envio estandar,45,Nequi,Quincenal
5533,30,Femenino,Gloves,Accesorios,59,Cali,XS,Primavera,3.8,Si,Express,69,Tarjeta de debito,Anualmente
5534,38,Masculino,Handbag,Accesorios,104,Barranquilla,S,Otono,2.9,No,Express,27,Tarjeta de debito,Anualmente
5535,26,Masculino,Boots,Calzado,68,Bogota,L,Verano,3.5,No,Entrega al dia siguiente,51,Tarjeta de credito,Quincenal
5536,67,Masculino,Shorts,Ropa,35,Medellin,S,Primavera,2.9,Si,Envio en 2 dias,62,Nequi,Cada 3 meses
5537,65,Masculino,Pants,Ropa,44,Barranquilla,XS,Otono,3.7,Si,Entrega al dia siguiente,2,Transferencia bancaria,Mensual
5538,69,Masculino,Jewelry,Accesorios,32,Bucaramanga,M,Otono,4.6,No,Recogida en tienda,38,Tarjeta de credito,Semanal
5539,23,Masculino,Scarf,Accesorios,22,Cartagena,XXL,Otono,2.6,Si,Express,72,Transferencia bancaria,Quincenal
5540,51,Femenino,Coat,Abrigos,108,Santa Marta,XS,Primavera,4.0,Si,Recogida en tienda,84,Tarjeta de debito,Cada 3 meses
5541,57,Masculino,Dress,Ropa,73,Cali,S,Verano,4.4,Si,Envio gratuito,14,Tarjeta de credito,Anualmente
5542,49,Femenino,Hoodie,Ropa,71,Villavicencio,M,Otono,4.1,Si,Envio en 2 dias,42,Transferencia bancaria,Mensual
5543,20,Femenino,Pants,Ropa,25,Manizales,L,Verano,2.9,Si,Envio gratuito,28,Transferencia bancaria,Mensual
5544,22,Femenino,Scarf,Accesorios,79,Pereira,XL,Invierno,2.8,Si,Envio gratuito,60,Efectivo,Cada 3 meses
5545,26,Masculino,Socks,Accesorios,89,Bucaramanga,XL,Primavera,3.7,Si,Express,28,Nequi,Quincenal
5546,69,Femenino,Handbag,Accesorios,104,Medellin,XXL,Primavera,4.3,No,Envio estandar,13,Tarjeta de credito,Quincenal
5547,34,Femenino,Sweater,Ropa,104,Cartagena,M,Invierno,4.2,No,Express,41,Efectivo,Cada 3 meses
5548,60,Femenino,Shorts,Ropa,114,Cucuta,XS,Invierno,4.1,Si,Express,1,Tarjeta de credito,Semanal
5549,20,Femenino,Dress,Ropa,70,Bucaramanga,XS,Invierno,3.7,No,Express,80,Nequi,Mensual
5550,46,Femenino,Sandals,Calzado,99,Cartagena,XL,Invierno,2.8,No,Recogida en tienda,98,Nequi,Cada 3 meses
5551,39,Femenino,Hat,Accesorios,63,Neiva,L,Invierno,4.2,No,Envio estandar,33,Transferencia bancaria,Cada 3 meses
5552,45,Femenino,Shoes,Calzado,36,Medellin,S,Invierno,4.6,Si,Envio estandar,91,Tarjeta de debito,Quincenal
5553,73,Masculino,Hoodie,Ropa,77,Pereira,XL,Primavera,4.9,Si,Entrega al dia siguiente,65,Tarjeta de credito,Quincenal
5554,71,Femenino,T-shirt,Ropa,22,Barranquilla,XXL,Otono,3.8,Si,Envio estandar,67,Nequi,Anualmente
5555,69,Masculino,Shoes,Calzado,49,Armenia,XL,Verano,3.4,Si,Recogida en tienda,21,Nequi,Quincenal
5556,71,Femenino,Shoes,Calzado,98,Pereira,S,Otono,2.6,No,Envio gratuito,49,Nequi,Mensual
5557,75,Masculino,Sandals,Calzado,61,Cali,XXL,Otono,2.5,No,Recogida en tienda,71,Tarjeta de debito,Quincenal
5558,64,Femenino,Belt,Accesorios,116,Pereira,S,Verano,3.7,Si,Express,50,Tarjeta de credito,Semanal
5559,44,Masculino,Shorts,Ropa,44,Barranquilla,M,Primavera,3.1,No,Express,51,Transferencia bancaria,Semanal
5560,65,Femenino,Gloves,Accesorios,76,Cali,XXL,Otono,4.4,Si,Recogida en tienda,15,Nequi,Cada 3 meses
5561,51,Femenino,T-shirt,Ropa,100,Ibague,L,Verano,4.2,No,Envio en 2 dias,69,Nequi,Mensual
5562,27,Femenino,T-shirt,Ropa,112,Bucaramanga,M,Primavera,3.5,No,Envio en 2 dias,80,Efectivo,Mensual
5563,55,Femenino,Sunglasses,Accesorios,108,Cucuta,L,Otono,3.1,Si,Envio en 2 dias,93,Nequi,Trimestral
5564,73,Masculino,Handbag,Accesorios,105,Santa Marta,XXL,Invierno,3.6,Si,Envio gratuito,92,Tarjeta de debito,Cada 3 meses
5565,58,Masculino,Pants,Ropa,105,Cucuta,M,Otono,2.7,Si,Recogida en tienda,62,Tarjeta de credito,Trimestral
5566,49,Femenino,Shorts,Ropa,75,Villavicencio,M,Primavera,5.0,No,Envio estandar,77,Nequi,Mensual
5567,56,Masculino,Belt,Accesorios,97,Medellin,XL,Primavera,3.9,Si,Express,46,Nequi,Semanal
5568,63,Masculino,Jewelry,Accesorios,111,Armenia,XS,Otono,4.1,No,Entrega al dia siguiente,73,Nequi,Anualmente
5569,43,Masculino,Socks,Accesorios,23,Barranquilla,XL,Verano,2.6,No,Envio en 2 dias,37,Efectivo,Anualmente
5570,64,Masculino,Hat,Accesorios,65,Cucuta,XXL,Otono,3.4,Si,Envio gratuito,57,Transferencia bancaria,Cada 3 meses
5571,47,Masculino,T-shirt,Ropa,40,Barranquilla,XL,Otono,4.4,No,Express,63,Transferencia bancaria,Cada 3 meses
5572,40,Femenino,Jacket,Abrigos,59,Medellin,XXL,Primavera,4.1,No,Envio estandar,63,Tarjeta de credito,Mensual
5573,30,Masculino,Sunglasses,Accesorios,82,Bucaramanga,M,Invierno,4.7,Si,Express,41,Transferencia bancaria,Anualmente
5574,30,Masculino,Shirt,Ropa,109,Villavicencio,XL,Otono,4.4,Si,Entrega al dia siguiente,79,Transferencia bancaria,Quincenal
5575,23,Femenino,Sunglasses,Accesorios,96,Villavicencio,L,Otono,2.9,No,Envio estandar,45,Efectivo,Quincenal
5576,42,Femenino,Sweater,Ropa,57,Ibague,XL,Primavera,3.3,Si,Entrega al dia siguiente,5,Tarjeta de credito,Trimestral
5577,27,Masculino,Backpack,Accesorios,83,Barranquilla,XXL,Verano,3.1,Si,Entrega al dia siguiente,82,Tarjeta de credito,Quincenal
5578,18,Masculino,Handbag,Accesorios,22,Cucuta,XL,Invierno,4.6,No,Envio estandar,70,Nequi,Quincenal
5579,44,Femenino,Shirt,Ropa,94,Pereira,XXL,Invierno,4.4,No,Envio gratuito,55,Tarjeta de debito,Cada 3 meses
5580,75,Femenino,Jacket,Abrigos,89,Bucaramanga,XS,Verano,3.3,Si,Envio estandar,74,Tarjeta de credito,Anualmente
5581,68,Masculino,Shoes,Calzado,60,Medellin,XL,Verano,4.3,Si,Entrega al dia siguiente,34,Nequi,Anualmente
5582,47,Masculino,Scarf,Accesorios,95,Pereira,XS,Verano,2.6,No,Envio estandar,83,Transferencia bancaria,Cada 3 meses
5583,48,Femenino,Blouse,Ropa,107,Bucaramanga,XS,Otono,3.9,Si,Recogida en tienda,76,Efectivo,Mensual
5584,63,Femenino,Jewelry,Accesorios,47,Villavicencio,L,Otono,3.8,No,Envio gratuito,29,Nequi,Trimestral
5585,44,Femenino,T-shirt,Ropa,89,Villavicencio,XL,Otono,4.7,Si,Recogida en tienda,96,Tarjeta de debito,Trimestral
5586,25,Femenino,Skirt,Ropa,28,Manizales,L,Verano,4.3,Si,Envio estandar,99,Tarjeta de credito,Quincenal
5587,19,Masculino,Sweater,Ropa,35,Bucaramanga,XS,Primavera,4.9,No,Entrega al dia siguiente,48,Efectivo,Quincenal
5588,72,Masculino,Dress,Ropa,32,Cartagena,M,Verano,4.3,No,Entrega al dia siguiente,11,Tarjeta de credito,Cada 3 meses
5589,43,Femenino,Handbag,Accesorios,64,Villavicencio,XXL,Primavera,3.3,Si,Envio estandar,32,Transferencia bancaria,Trimestral
5590,21,Femenino,Socks,Accesorios,67,Medellin,S,Primavera,4.9,Si,Envio en 2 dias,41,Efectivo,Cada 3 meses
5591,19,Masculino,Blouse,Ropa,42,Barranquilla,XXL,Invierno,3.0,Si,Envio gratuito,12,Tarjeta de credito,Trimestral
5592,41,Femenino,Sandals,Calzado,110,Cucuta,S,Verano,4.5,No,Envio en 2 dias,79,Transferencia bancaria,Trimestral
5593,74,Femenino,Hoodie,Ropa,57,Medellin,M,Verano,4.0,Si,Envio en 2 dias,63,Tarjeta de credito,Trimestral
5594,27,Masculino,Sandals,Calzado,104,Manizales,L,Invierno,4.9,Si,Envio gratuito,31,Tarjeta de debito,Quincenal
5595,33,Masculino,Gloves,Accesorios,71,Bogota,M,Primavera,4.8,No,Recogida en tienda,90,Nequi,Anualmente
5596,72,Femenino,Socks,Accesorios,103,Bucaramanga,XL,Invierno,4.4,Si,Envio gratuito,41,Tarjeta de credito,Mensual
5597,66,Femenino,Hoodie,Ropa,100,Pereira,L,Invierno,3.4,No,Envio en 2 dias,62,Transferencia bancaria,Cada 3 meses
5598,53,Masculino,Skirt,Ropa,69,Cartagena,L,Otono,4.4,Si,Envio estandar,5,Tarjeta de credito,Anualmente
5599,37,Femenino,Sneakers,Calzado,60,Armenia,XS,Primavera,2.6,No,Entrega al dia siguiente,24,Tarjeta de debito,Trimestral
5600,21,Masculino,Sweater,Ropa,85,Manizales,S,Otono,4.2,Si,Express,12,Efectivo,Quincenal
5601,75,Femenino,Sunglasses,Accesorios,60,Medellin,XXL,Verano,3.7,Si,Envio en 2 dias,48,Tarjeta de credito,Semanal
5602,25,Masculino,Backpack,Accesorios,50,Villavicencio,M,Verano,5.0,Si,Envio gratuito,51,Transferencia bancaria,Quincenal
5603,27,Femenino,Skirt,Ropa,105,Cartagena,L,Otono,3.0,No,Entrega al dia siguiente,88,Transferencia bancaria,Mensual
5604,70,Masculino,Jewelry,Accesorios,55,Cucuta,S,Invierno,3.1,Si,Recogida en tienda,88,Efectivo,Anualmente
5605,62,Masculino,Coat,Abrigos,104,Armenia,S,Primavera,4.1,Si,Express,62,Transferencia bancaria,Quincenal
5606,52,Masculino,Dress,Ropa,114,Cartagena,XXL,Invierno,3.2,No,Envio gratuito,72,Tarjeta de debito,Anualmente
5607,66,Femenino,Jewelry,Accesorios,45,Medellin,XL,Invierno,3.0,Si,Entrega al dia siguiente,61,Transferencia bancaria,Anualmente
5608,32,Femenino,Jewelry,Accesorios,43,Medellin,XXL,Primavera,3.1,No,Entrega al dia siguiente,94,Tarjeta de credito,Mensual
5609,56,Femenino,Socks,Accesorios,84,Neiva,S,Verano,4.3,Si,Envio estandar,1,Tarjeta de credito,Cada 3 meses
5610,73,Masculino,Dress,Ropa,64,Santa Marta,S,Primavera,3.5,Si,Envio gratuito,64,Transferencia bancaria,Quincenal
5611,29,Femenino,Jacket,Abrigos,104,Armenia,L,Primavera,4.7,Si,Express,77,Nequi,Cada 3 meses
5612,53,Femenino,Coat,Abrigos,90,Bucaramanga,XS,Primavera,4.2,No,Envio estandar,68,Transferencia bancaria,Trimestral
5613,64,Femenino,Sweater,Ropa,61,Bucaramanga,XS,Verano,4.8,Si,Envio en 2 dias,48,Transferencia bancaria,Trimestral
5614,21,Masculino,T-shirt,Ropa,92,Medellin,S,Primavera,3.9,Si,Envio en 2 dias,83,Efectivo,Trimestral
5615,59,Masculino,Hoodie,Ropa,107,Ibague,L,Invierno,4.8,Si,Recogida en tienda,62,Nequi,Cada 3 meses
5616,40,Masculino,Scarf,Accesorios,39,Santa Marta,XL,Otono,3.1,No,Recogida en tienda,93,Tarjeta de credito,Mensual
5617,34,Femenino,Jeans,Ropa,114,Bogota,L,Otono,2.9,No,Entrega al dia siguiente,90,Nequi,Quincenal
5618,43,Femenino,Sneakers,Calzado,65,Barranquilla,L,Invierno,4.7,No,Recogida en tienda,57,Efectivo,Mensual
5619,47,Masculino,Jacket,Abrigos,61,Villavicencio,L,Verano,4.3,Si,Express,27,Tarjeta de credito,Trimestral
5620,30,Masculino,Sandals,Calzado,90,Cucuta,L,Otono,4.1,Si,Entrega al dia siguiente,18,Efectivo,Anualmente
5621,52,Masculino,Hoodie,Ropa,119,Cucuta,XL,Invierno,2.6,Si,Envio gratuito,70,Tarjeta de credito,Semanal
5622,42,Masculino,Dress,Ropa,76,Bogota,XXL,Verano,3.5,Si,Envio gratuito,95,Nequi,Quincenal
5623,59,Masculino,Shorts,Ropa,120,Neiva,S,Verano,3.5,No,Express,94,Tarjeta de credito,Mensual
5624,38,Femenino,Socks,Accesorios,32,Neiva,XS,Primavera,2.6,Si,Envio gratuito,11,Tarjeta de debito,Cada 3 meses
5625,30,Femenino,Gloves,Accesorios,59,Cucuta,XS,Otono,4.1,No,Envio estandar,57,Efectivo,Cada 3 meses
